gene_name,annotation
HLA-B,endocytic vesicle membrane
HLA-C,recycling endosome membrane
HLA-C,clathrin-coated endocytic vesicle membrane
HLA-C,transport vesicle membrane
HLA-C,phagocytic vesicle
HLA-C,nucleoplasm
HLA-C,phagocytic vesicle membrane
HLA-C,endosome lumen
HLA-C,secretory granule membrane
HLA-C,ER to Golgi transport vesicle membrane
HLA-C,plasma membrane
HLA-C,Golgi membrane
HLA-C,lysosomal lumen
HLA-C,clathrin-coated endocytic vesicle
HLA-C,endosome membrane
HLA-C,endolysosome membrane
HLA-C,endocytic vesicle membrane
HLA-C,cytosol
HLA-C,synaptic vesicle membrane
HLA-C,azurophil granule membrane
HLA-C,trans-Golgi network membrane
HLA-C,lamellar body
HLA-C,extracellular region
HLA-C,mitochondrial inner membrane
HLA-C,integral component of lumenal side of endoplasmic reticulum membrane
HLA-C,lysosomal membrane
HLA-C,COPII-coated ER to Golgi transport vesicle
HLA-C,endoplasmic reticulum membrane
HLA-C,nucleolus
HLA-C,early endosome membrane
HLA-C,endoplasmic reticulum lumen
HLA-DQA1,recycling endosome membrane
HLA-DQA1,clathrin-coated endocytic vesicle membrane
HLA-DQA1,lysosomal lumen
HLA-DQA1,cytosol
HLA-DQA1,transport vesicle membrane
HLA-DQA1,phagocytic vesicle
HLA-DQA1,azurophil granule membrane
HLA-DQA1,trans-Golgi network membrane
HLA-DQA1,endoplasmic reticulum lumen
HLA-DQA1,nucleoplasm
HLA-DQA1,extracellular region
HLA-DQA1,phagocytic vesicle membrane
HLA-DQA1,integral component of lumenal side of endoplasmic reticulum membrane
HLA-DQA1,lysosomal membrane
HLA-DQA1,COPII-coated ER to Golgi transport vesicle
HLA-DQA1,ER to Golgi transport vesicle membrane
HLA-DQA1,secretory granule membrane
HLA-DQA1,plasma membrane
HLA-DQA1,endoplasmic reticulum membrane
HLA-DQA1,Golgi membrane
HLA-DQA1,clathrin-coated endocytic vesicle
HLA-DQA1,early endosome membrane
HLA-DQA1,endocytic vesicle membrane
HLA-DRB1,recycling endosome membrane
HLA-DRB1,clathrin-coated endocytic vesicle membrane
HLA-DRB1,lysosomal lumen
HLA-DRB1,cytosol
HLA-DRB1,transport vesicle membrane
HLA-DRB1,phagocytic vesicle
HLA-DRB1,azurophil granule membrane
HLA-DRB1,trans-Golgi network membrane
HLA-DRB1,endoplasmic reticulum lumen
HLA-DRB1,nucleoplasm
HLA-DRB1,extracellular region
HLA-DRB1,phagocytic vesicle membrane
HLA-DRB1,integral component of lumenal side of endoplasmic reticulum membrane
HLA-DRB1,lysosomal membrane
HLA-DRB1,COPII-coated ER to Golgi transport vesicle
HLA-DRB1,ER to Golgi transport vesicle membrane
HLA-DRB1,secretory granule membrane
HLA-DRB1,plasma membrane
HLA-DRB1,endoplasmic reticulum membrane
HLA-DRB1,Golgi membrane
HLA-DRB1,clathrin-coated endocytic vesicle
HLA-DRB1,early endosome membrane
HLA-DRB1,endocytic vesicle membrane
HLA-DRB5,recycling endosome membrane
HLA-DRB5,clathrin-coated endocytic vesicle membrane
HLA-DRB5,lysosomal lumen
HLA-DRB5,cytosol
HLA-DRB5,transport vesicle membrane
HLA-DRB5,phagocytic vesicle
HLA-DRB5,azurophil granule membrane
HLA-DRB5,trans-Golgi network membrane
HLA-DRB5,endoplasmic reticulum lumen
HLA-DRB5,nucleoplasm
HLA-DRB5,extracellular region
HLA-DRB5,phagocytic vesicle membrane
HLA-DRB5,integral component of lumenal side of endoplasmic reticulum membrane
HLA-DRB5,lysosomal membrane
HLA-DRB5,COPII-coated ER to Golgi transport vesicle
HLA-DRB5,ER to Golgi transport vesicle membrane
HLA-DRB5,secretory granule membrane
HLA-DRB5,plasma membrane
HLA-DRB5,endoplasmic reticulum membrane
HLA-DRB5,Golgi membrane
HLA-DRB5,clathrin-coated endocytic vesicle
HLA-DRB5,early endosome membrane
HLA-DRB5,endocytic vesicle membrane
HLA-F,recycling endosome membrane
HLA-F,clathrin-coated endocytic vesicle membrane
HLA-F,lysosomal lumen
HLA-F,cytosol
HLA-F,transport vesicle membrane
HLA-F,phagocytic vesicle
HLA-F,azurophil granule membrane
HLA-F,trans-Golgi network membrane
HLA-F,endoplasmic reticulum lumen
HLA-F,nucleoplasm
HLA-F,extracellular region
HLA-F,phagocytic vesicle membrane
HLA-F,integral component of lumenal side of endoplasmic reticulum membrane
HLA-F,lysosomal membrane
HLA-F,COPII-coated ER to Golgi transport vesicle
HLA-F,ER to Golgi transport vesicle membrane
HLA-F,secretory granule membrane
HLA-F,plasma membrane
HLA-F,endoplasmic reticulum membrane
HLA-F,Golgi membrane
HLA-F,clathrin-coated endocytic vesicle
HLA-F,early endosome membrane
HLA-F,endocytic vesicle membrane
HLF,nucleoplasm
HLTF,nucleoplasm
HM13,endoplasmic reticulum membrane
HM13,cytosol
HMGA1,nucleoplasm
HMGA1,cytosol
HMGA2,nucleoplasm
HMGB1,cytosol
HMGB1,ficolin-1-rich granule lumen
HMGB1,plasma membrane
HMGB1,secretory granule lumen
HMGB1,nucleoplasm
HMGB1,extracellular region
HNF1A,plasma membrane
HNF1A,nucleoplasm
HNF1A,cytosol
HNF1B,nucleoplasm
HNF4A,nucleoplasm
HNRNPA2B1,extracellular exosome
HNRNPA2B1,nucleoplasm
HNRNPA3,nucleoplasm
HNRNPC,nuclear envelope
HNRNPC,plasma membrane
HNRNPC,cytosol
HNRNPC,endosome membrane
HNRNPC,nucleoplasm
HNRNPD,nucleoplasm
HNRNPD,cytosol
HNRNPDL,nucleoplasm
HNRNPDL,cytosol
HNRNPK,nucleoplasm
HNRNPL,nucleoplasm
HNRNPU,nucleoplasm
HOXA3,nucleoplasm
HOXA3,cytosol
HOXA9,nucleoplasm
HOXC6,nucleoplasm
HOXC6,cytosol
HPD,cytosol
HPSE2,plasma membrane
HPSE2,extracellular region
HRAS,cytosol
HRAS,plasma membrane
HRAS,endoplasmic reticulum membrane
HRAS,Golgi membrane
HRH4,plasma membrane
HRH4,extracellular region
HRNR,azurophil granule lumen
HRNR,extracellular region
HS2ST1,Golgi lumen
HS2ST1,Golgi membrane
HSBP1,nucleoplasm
HSBP1,cytosol
HSD17B2,endoplasmic reticulum membrane
HSD17B2,cytosol
HSD3B1,endoplasmic reticulum membrane
HSD3B1,cytosol
HSF1,nuclear envelope
HSF1,cytosol
HSF1,nucleoplasm
HSP90AA1,cytosol
HSP90AA1,endocytic vesicle lumen
HSP90AA1,ficolin-1-rich granule lumen
HSP90AA1,endocytic vesicle membrane
HSP90AA1,plasma membrane
HSP90AA1,secretory granule lumen
HSP90AA1,lysosomal lumen
HSP90AA1,nucleoplasm
HSP90AA1,extracellular region
HSP90AB1,endocytic vesicle membrane
HSP90AB1,secretory granule lumen
HSP90AB1,cytosol
HSP90AB1,lysosomal lumen
HSP90AB1,extracellular region
HSP90AB1,nucleoplasm
HSP90AB1,ficolin-1-rich granule lumen
HSPA1L,nucleoplasm
HSPA1L,cytosol
HSPA4,nucleoplasm
HSPA4,cytosol
HSPG2,plasma membrane
HSPG2,Golgi lumen
HSPG2,lysosomal lumen
HSPG2,extracellular region
HTR1E,plasma membrane
HTR3C,plasma membrane
HTR7,trans-Golgi network membrane
HTR7,plasma membrane
HTRA1,extracellular region
HUWE1,ficolin-1-rich granule lumen
HUWE1,extracellular region
HUWE1,secretory granule lumen
HUWE1,cytosol
HVCN1,secretory granule membrane
HVCN1,plasma membrane
HVCN1,specific granule membrane
HVCN1,phagocytic vesicle membrane
ICAM3,plasma membrane
ICAM3,extracellular region
ICAM4,plasma membrane
ICOSLG,plasma membrane
ID1,nucleoplasm
ID3,plasma membrane
ID3,cytosol
ID3,nucleoplasm
ID3,extracellular region
IDH1,mitochondrial matrix
IDH1,tertiary granule lumen
IDH1,cytosol
IDH1,secretory granule lumen
IDH1,nucleoplasm
IDH1,extracellular region
IDH1,mitochondrial inner membrane
IDH1,ficolin-1-rich granule lumen
IDH1,mitochondrial intermembrane space
IDH1,mitochondrial outer membrane
IDH1,peroxisomal matrix
IDH2,mitochondrial matrix
IDH2,cytosol
IDH2,mitochondrion
IDH2,nucleoplasm
IFI27,nucleoplasm
IFI27,mitochondrial outer membrane
IFIT3,nucleoplasm
IFIT3,cytosol
IFITM2,nucleoplasm
IFITM2,plasma membrane
IFITM3,nucleoplasm
IFITM3,plasma membrane
IFNAR1,plasma membrane
IFNAR1,cytosol
IFNAR1,extracellular region
IFNGR1,plasma membrane
IFNGR1,cytosol
IFNGR1,extracellular region
IFT140,ciliary tip
IFT140,cilium
IGF1,plasma membrane
IGF1,extracellular region
IGF1,cytosol
IGF1,platelet alpha granule lumen
IGF1,nucleoplasm
IGF1R,cytosol
IGF1R,plasma membrane
IGF1R,extracellular region
IGF1R,endosome membrane
IGF2,plasma membrane
IGF2,extracellular region
IGF2,clathrin-coated endocytic vesicle membrane
IGF2,trans-Golgi network membrane
IGF2,secretory granule membrane
IGF2,cytosol
IGF2,Golgi membrane
IGF2,platelet alpha granule lumen
IGF2,transport vesicle
IGF2,nucleoplasm
IGF2,cytoplasmic vesicle membrane
IGF2BP2,cytosol
IGF2BP3,cytosol
IGF2R,plasma membrane
IGF2R,Golgi membrane
IGF2R,clathrin-coated endocytic vesicle membrane
IGF2R,transport vesicle
IGF2R,cytoplasmic vesicle membrane
IGF2R,trans-Golgi network membrane
IGF2R,secretory granule membrane
IGH,plasma membrane
IGH,extracellular region
IGH,cytosol
IGH,nucleoplasm
IGK,nucleoplasm
IGK,plasma membrane
IGK,extracellular region
IGL,plasma membrane
IGL,extracellular region
IKBKB,plasma membrane
IKBKB,endoplasmic reticulum membrane
IKBKB,endosome membrane
IKBKB,cytosol
IKBKE,plasma membrane
IKBKE,endosome membrane
IKBKE,endoplasmic reticulum membrane
IKBKE,cytosol
IKBKE,endoplasmic reticulum-Golgi intermediate compartment membrane
IKBKE,Golgi membrane
IKBKE,nucleoplasm
IKBKE,mitochondrial outer membrane
IKZF1,plasma membrane
IKZF1,cytosol
IKZF1,nucleoplasm
IKZF3,cytosol
IL10,plasma membrane
IL10,extracellular region
IL10,cytoplasm
IL10,endoplasmic reticulum membrane
IL10,cytosol
IL10,nucleoplasm
IL10,external side of plasma membrane
IL13RA1,cytosol
IL13RA1,plasma membrane
IL13RA1,extracellular region
IL18RAP,plasma membrane
IL18RAP,extracellular region
IL1A,cytosol
IL1A,plasma membrane
IL1A,extracellular region
IL1A,nucleoplasm
IL1B,plasma membrane
IL1B,extracellular region
IL1B,cytosol
IL1B,nucleoplasm
IL1B,peptidoglycan-based cell wall
IL1RL1,plasma membrane
IL1RL1,extracellular region
IL2,plasma membrane
IL2,extracellular region
IL2,endosome
IL2,cytosol
IL2,nucleoplasm
IL2,endoplasmic reticulum lumen
IL21R,cytosol
IL21R,plasma membrane
IL21R,extracellular region
IL22,cytosol
IL22,plasma membrane
IL22,extracellular region
IL2RG,plasma membrane
IL2RG,extracellular region
IL2RG,endosome
IL2RG,cytosol
IL2RG,nucleoplasm
IL3,plasma membrane
IL3,extracellular region
IL3,cytosol
IL3,nucleoplasm
IL36A,plasma membrane
IL36A,extracellular region
IL4R,cytosol
IL4R,plasma membrane
IL4R,extracellular region
IL4R,nucleoplasm
IL6ST,plasma membrane
IL6ST,extracellular region
IL6ST,cytosol
IL6ST,nucleoplasm
IL6ST,endoplasmic reticulum lumen
IL7R,cytosol
IL7R,clathrin-coated endocytic vesicle membrane
IL7R,plasma membrane
IL7R,extracellular region
IMP4,nucleoplasm
IMP4,plasma membrane
ING1,nucleoplasm
INHA,extracellular region
INHBA,extracellular region
INO80,nucleoplasm
INPP4A,cytosol
INPP4A,plasma membrane
INPP4A,early endosome membrane
INPP4B,cytosol
INPP4B,plasma membrane
INPP4B,early endosome membrane
INPP5D,cytosol
INPP5D,plasma membrane
INPP5D,extracellular region
INPP5J,cytosol
INPP5J,plasma membrane
INPPL1,cytosol
INPPL1,plasma membrane
INSR,plasma membrane
INSR,endosome membrane
INTS12,nucleoplasm
INTS4,nucleoplasm
INTS6,nucleoplasm
INTS7,nucleoplasm
IPO5,nucleoplasm
IQCB1,cytosol
IQCB1,Golgi-associated vesicle membrane
IQGAP1,cytosol
IQGAP1,plasma membrane
IQGAP1,secretory granule membrane
IQGAP2,cytosol
IQGAP2,plasma membrane
IQGAP2,secretory granule membrane
IRAG1,platelet dense tubular network membrane
IRAG2,azurophil granule membrane
IRAG2,plasma membrane
IRAK4,endosome lumen
IRAK4,cytosol
IRAK4,plasma membrane
IRAK4,endosome membrane
IRF1,cytosol
IRF1,nuclear envelope
IRF1,nucleoplasm
IRF1,endosome membrane
IRF2,nucleoplasm
IRF2,cytosol
IRF4,cytosol
IRF4,nucleoplasm
IRF5,cytosol
IRF5,plasma membrane
IRF5,nucleoplasm
IRF5,endosome membrane
IRF6,nucleoplasm
IRF6,cytosol
IRF7,plasma membrane
IRF7,extracellular region
IRF7,endoplasmic reticulum-Golgi intermediate compartment membrane
IRF7,nucleoplasm
IRF7,endosome membrane
IRF7,endosome lumen
IRF7,cytosol
IRF7,Golgi membrane
IRF7,nuclear envelope
IRF7,mitochondrial outer membrane
IRF8,nucleoplasm
IRF8,cytosol
IRF8,endosome membrane
IRS1,plasma membrane
IRS1,extracellular region
IRS1,cytoplasmic side of plasma membrane
IRS1,cytosol
IRS2,plasma membrane
IRS2,extracellular region
IRS2,cytoplasmic side of plasma membrane
IRS2,cytosol
IRS4,cytosol
IRS4,plasma membrane
ISCA2,mitochondrial matrix
ISCA2,mitochondrial inner membrane
ISCA2,mitochondrial intermembrane space
ITCH,plasma membrane
ITCH,extracellular region
ITCH,cytosol
ITCH,nucleoplasm
ITCH,mitochondrial outer membrane
ITGA4,plasma membrane
ITGA4,extracellular region
ITGA4,nucleoplasm
ITGAE,plasma membrane
ITGAV,phagocytic vesicle
ITGAV,plasma membrane
ITGAV,specific granule membrane
ITGB7,plasma membrane
ITIH1,platelet dense granule lumen
ITIH1,extracellular region
ITK,cytosol
ITK,plasma membrane
ITLN1,extracellular region
ITPKB,cytosol
ITPR3,endoplasmic reticulum membrane
ITPR3,platelet dense tubular network membrane
IWS1,nucleoplasm
JAG1,plasma membrane
JAG1,extracellular region
JAG1,endoplasmic reticulum membrane
JAG1,Golgi lumen
JAG1,cytosol
JAG1,Golgi membrane
JAG1,nucleoplasm
JAK1,plasma membrane
JAK1,extracellular region
JAK1,cytoplasm
JAK1,endocytic vesicle membrane
JAK1,nucleoplasm
JAK1,endosome
JAK1,lysosomal membrane
JAK1,cytosol
JAK1,nuclear envelope
JAK2,plasma membrane
JAK2,extracellular region
JAK2,endocytic vesicle membrane
JAK2,nucleoplasm
JAK2,lysosomal membrane
JAK2,endosome lumen
JAK2,cytosol
JAK2,nuclear envelope
JAK3,plasma membrane
JAK3,extracellular region
JAK3,endosome
JAK3,cytosol
JARID2,nucleoplasm
JMJD1C,nucleoplasm
JUN,plasma membrane
JUN,extracellular region
JUN,endoplasmic reticulum lumen
JUN,lysosomal membrane
JUN,chromosome
JUN,cytosol
JUN,endoplasmic reticulum membrane
JUN,nucleoplasm
JUN,cell junction
JUN,lysosomal lumen
JUN,nuclear envelope
KALRN,cytosol
KALRN,plasma membrane
KANSL1,nucleoplasm
KARS1,mitochondrial matrix
KARS1,cytosol
KAT6A,nucleoplasm
KAT6B,nucleoplasm
KAT7,nucleoplasm
KBTBD8,cytosol
KCNA4,plasma membrane
KCNA6,plasma membrane
KCNAB1,plasma membrane
KCNB2,plasma membrane
KCNH2,cytosol
KCNH2,plasma membrane
KCNH2,extracellular region
KCNH5,plasma membrane
KCNJ5,plasma membrane
KCNJ9,plasma membrane
KCNK1,plasma membrane
KCNK10,plasma membrane
KCNN2,plasma membrane
KCNN3,plasma membrane
KCNQ3,plasma membrane
KCNQ5,plasma membrane
KCNU1,plasma membrane
KCTD7,cytosol
KDELR1,endoplasmic reticulum-Golgi intermediate compartment membrane
KDELR1,endoplasmic reticulum membrane
KDELR1,Golgi membrane
KDELR1,transport vesicle
KDM1A,cytosol
KDM1A,nucleoplasm
KDM1B,nucleoplasm
KDM1B,cytosol
KDM2A,nucleoplasm
KDM2B,nucleoplasm
KDM4C,nucleoplasm
KDM4C,cytosol
KDM5A,nucleoplasm
KDM5A,cytosol
KDM5C,nucleoplasm
KDM5C,cytosol
KDM5D,nucleoplasm
KDM6A,cytosol
KDM6A,nucleoplasm
KDR,plasma membrane
KDR,extracellular region
KDR,cytosol
KDSR,cytosol
KDSR,endoplasmic reticulum membrane
KEAP1,mitochondrial matrix
KEAP1,plasma membrane
KEAP1,endoplasmic reticulum membrane
KEAP1,cytosol
KEAP1,nucleoplasm
KEAP1,mitochondrial outer membrane
KEL,plasma membrane
KEL,extracellular region
KHDRBS2,nucleoplasm
KHSRP,nucleoplasm
KHSRP,cytosol
KIF13A,cytosol
KIF16B,cytosol
KIF1A,cytosol
KIF1B,cytosol
KIF21A,cytosol
KIF21B,cytosol
KIF27,cytosol
KIF2B,cytosol
KIF5B,cytosol
KIF5B,plasma membrane
KIF5B,endoplasmic reticulum membrane
KIFC3,cytosol
KIN,mitochondrial matrix
KIN,plasma membrane
KIN,extracellular region
KIN,spindle
KIN,mitochondrial outer membrane
KIN,ciliary tip
KIN,endosome membrane
KIN,cytosol
KIN,transport vesicle membrane
KIN,mitochondrial inner membrane
KIN,endoplasmic reticulum membrane
KIN,nucleoplasm
KIN,"chromosome, centromeric region"
KIN,transport vesicle
KIN,cilium
KIR3DL1,plasma membrane
KIT,plasma membrane
KIT,extracellular region
KIT,nucleoplasm
KIT,cytosol
KLF2,cytosol
KLF2,nucleoplasm
KLF4,cytosol
KLF4,nucleoplasm
KLF4,endoplasmic reticulum lumen
KLF5,cytosol
KLF5,plasma membrane
KLF5,nucleoplasm
KLHL11,cytosol
KLHL5,cytosol
KLK1,extracellular region
KLK2,nucleoplasm
KLK2,cytosol
KLK2,extracellular region
KLK3,cytosol
KLK3,plasma membrane
KLK3,extracellular region
KLK3,nucleoplasm
KLK7,plasma membrane
KLK7,extracellular region
KMO,cytosol
KMT2A,cytosol
KMT2A,nucleoplasm
KMT2B,cytosol
KMT2B,nucleoplasm
KMT2C,nucleoplasm
KMT2D,nucleoplasm
KMT5A,nucleoplasm
KNL1,nucleoplasm
KNL1,cytosol
KPNB1,extracellular region
KPNB1,ficolin-1-rich granule lumen
KPNB1,cytosol
KPNB1,endoplasmic reticulum-Golgi intermediate compartment membrane
KPNB1,specific granule lumen
KPNB1,nuclear envelope
KPNB1,nucleoplasm
KRAS,plasma membrane
KRAS,extracellular region
KRAS,endoplasmic reticulum membrane
KRAS,nucleoplasm
KRAS,cytosol
KRAS,Golgi membrane
KRAS,mitochondrial outer membrane
KREMEN1,plasma membrane
KREMEN1,extracellular region
KREMEN1,early endosome membrane
KRT13,cytosol
KRT15,cytosol
KRT84,cytosol
KRTAP12-1,mitochondrial matrix
KRTAP12-1,azurophil granule membrane
KRTAP12-1,plasma membrane
KRTAP12-1,extracellular region
KRTAP12-1,trans-Golgi network membrane
KRTAP12-1,Golgi lumen
KRTAP12-1,ficolin-1-rich granule membrane
KRTAP12-1,late endosome lumen
KRTAP12-1,platelet dense tubular network membrane
KRTAP12-1,cytoplasmic vesicle membrane
KRTAP12-1,apical plasma membrane
KRTAP12-1,early endosome membrane
KRTAP12-1,endoplasmic reticulum lumen
KRTAP12-1,endolysosome membrane
KRTAP12-1,lysosomal membrane
KRTAP12-1,secretory granule lumen
KRTAP12-1,endosome membrane
KRTAP12-1,cytosol
KRTAP12-1,mitochondrion
KRTAP12-1,azurophil granule lumen
KRTAP12-1,mitochondrial inner membrane
KRTAP12-1,COPII-coated ER to Golgi transport vesicle
KRTAP12-1,photoreceptor disc membrane
KRTAP12-1,mitochondrial intermembrane space
KRTAP12-1,lipid droplet
KRTAP12-1,endoplasmic reticulum membrane
KRTAP12-1,endoplasmic reticulum-Golgi intermediate compartment membrane
KRTAP12-1,platelet alpha granule lumen
KRTAP12-1,endocytic vesicle membrane
KRTAP12-1,peroxisomal matrix
KRTAP12-1,nucleoplasm
KRTAP12-1,extracellular exosome
KRTAP12-1,clathrin-coated endocytic vesicle membrane
KRTAP12-1,"chromosome, centromeric region"
KRTAP12-1,secretory granule membrane
KRTAP12-1,Golgi membrane
KRTAP12-1,lysosomal lumen
KRTAP12-1,specific granule lumen
KRTAP12-1,nuclear envelope
KRTAP12-1,mitochondrial outer membrane
KRTAP13-3,mitochondrial matrix
KRTAP13-3,plasma membrane
KRTAP13-3,extracellular region
KRTAP13-3,trans-Golgi network membrane
KRTAP13-3,late endosome membrane
KRTAP13-3,Golgi lumen
KRTAP13-3,platelet dense tubular network membrane
KRTAP13-3,cytoplasmic vesicle membrane
KRTAP13-3,early endosome membrane
KRTAP13-3,endoplasmic reticulum lumen
KRTAP13-3,ciliary tip
KRTAP13-3,lysosomal membrane
KRTAP13-3,endosome membrane
KRTAP13-3,cytosol
KRTAP13-3,mitochondrial inner membrane
KRTAP13-3,COPII-coated ER to Golgi transport vesicle
KRTAP13-3,endoplasmic reticulum membrane
KRTAP13-3,phagophore assembly site membrane
KRTAP13-3,endoplasmic reticulum quality control compartment
KRTAP13-3,endoplasmic reticulum-Golgi intermediate compartment membrane
KRTAP13-3,peroxisomal membrane
KRTAP13-3,endocytic vesicle membrane
KRTAP13-3,ER to Golgi transport vesicle membrane
KRTAP13-3,peroxisomal matrix
KRTAP13-3,nucleoplasm
KRTAP13-3,clathrin-coated endocytic vesicle membrane
KRTAP13-3,ciliary base
KRTAP13-3,Golgi membrane
KRTAP13-3,lysosomal lumen
KRTAP13-3,clathrin-coated endocytic vesicle
KRTAP13-3,nuclear envelope
